"Title","Date","Rating","Content"
"I Want To Play A Game","16 November 2007",NA,"I want to play a game called death because my god what a great movie. There have been a lot of bad horror movies and remakes but this is totally different, new, and great ways of a death traps. Seeing the people killing themselves when the master mind Jigsaw set them up. This is a movie about two guys locked in the room trying to get out but they are locked in with a saw and tape recorders. Leaving clues on how to get out but meanwhile these detectives come and see these other death that people got themselves killed with these traps. Saw will have you wondering and figuring out how will they get out and you is this Jigsaw. And a bigger twist, the doctors family is with Jigsaw. And in order to get his family he must do two things and you will find out when you watch the movie."
"Quality thrills","10 March 2009","7","Let me start by saying I for some reason had never really had any inclination to see this movie, for some reason it did not appeal to me. Well anyway I found myself watching the movie on a holiday I have just returned from and let me say I was pleasantly surprised (and pleasant it a word I would imagine you will not find associated with this movie very often). Where this movie works is in its simple premise. Cheaply made with a small set but this actually aides the suspense built up as the main characters slowly interact with one another revealing more about themselves. This is interspersed with reveals to Jigsaw the orchestrator of the two protagonist's fates. The movie moves along at a good pace introducing us to Jigsaws previous crimes as well as the police officers on his trail with a increasing sense pf dread and the payoff is worth it (as much as these things can be) with a very satisfactory ending. Yes there are some horrific moments but nowhere near as many as I expected and I believe the movie is better for this. A must for horror fans, and others with a strong constitution."
"Very good horror film!","14 September 2006","7","Before ""Saw"" premiered at Sundance festival in January 2004, few could have imagined that this new horror film would be part of a new wave of horror films that brought back gore and violence to the screens and moved away from the now formulaic style of self-referential teen slashers started with Wes Craven's ""Scream"" back in 1996. To call ""Saw"" revolutionary would be an exaggeration, but it's fair to point out that it was among the very the first of this resurgence that received wide public acclaim and became popular in mainstream crowds, proving that an R-rated horror film still can achieve financial success.""Saw"" begins with two men waking up in an old, and apparently abandoned industrial washroom. They don't know each other, and apparently the only thing they have in common is that they are both chained to the pipes with only a small saw as a tool, not enough to cut the chain, but good enough to cut their feet. Trapped in this nightmarish scenario, the men try to figure out an escape to their situation, and get to know each other; one is a young photographer named Adam (Leigh Whannell) and the other is a surgeon named Dr. Lawrence Gordon (Cary Elwes). Lawrence realizes they have been kidnapped by the notorious serial killer named ""Jigsaw"", a man who puts their victims in deadly situations that most of the times lead to their deaths.Written by Leigh Whannell and director James Wan, ""Saw"" gives a new edge to the serial killer stories turning what otherwise would be another thriller into a full-fledged horror movie. The premise of the film is quite original, and via flashbacks we discover the past of both Gordon and Adam, as well as the story of this killer named Jigsaw, whose identity is a mystery and seems to be destined to be the bogeyman of this decade. Full of plot twists and with a cleverly hidden secret, the film keeps the mystery until the end, making an enjoyable and for the most part rewarding thriller.But as written above, ""Saw"" goes beyond the common conception of ""thriller"" and adds a horror edge closer to 70s grind-house than to otherwise similar films like ""Seven"" or ""Silence of the Lambs"". Director James Wan focuses on the graphic violence of Jigsaw deathtraps and makes ""Saw"" a visually different kind of film, delivering a very good mix of detective story and gory horror film. However, Wan can't escape the influence of music videos and the now-clichéd use of shaky camera and rapid cuts. At times the overuse of this device breaks the suspenseful pace of the film in sadly awful ways.The acting is for the most part effective, without nothing really spectacular, although good considering the budget. Leigh Whannell delivers a good performance and while Elwes' accent at time slips out, he is a nice counterpart for Whannell's character. Danny Glover and Ken Leung appear in supporting roles, as the cops following Jigsaw's case. the two have great chemistry together, but it's safe to say Leung steals most of the scenes they share.""Saw"" suffers a lot from the extensive overuse of that music video style described above. Together with the metal soundtrack completely break the atmosphere of the story and look strange and out of place (as the characters are far from teenagers). The flashbacks are for the most part a well used device, although they too tend to break the momentum from time to time. Most critics have labeled the script of ""unbelievable"" and numerate the many plot holes the film has, and while they are right in many ways, ""Saw"" manages to work fine with all those plot holes because in the end, the core story is well-handled.In some way, ""Saw"" came up as a wake up call for the horror genre, in many ways superior to previous attempts to revive the genre like ""Cabin Fever"", but still far from perfect. Still, it's safe to say that James Wan and Leigh Whannell have crafted a nice and original new entry in the genre and may represent a new source of thrills in the future. While maybe not a classic yet, ""Saw"" is a very recommended films for fans and non-fans of the horror genre. 7/10"
"Saw-ful","1 March 2005",NA,"If a rabbit pooped in the woods and a bunch of art critics determined it was a great work of art, would it really be art or rabbit poop? That is the problem with this movie. It was so heavily hyped that i assumed it would be worthwhile. But, when i actually sat down to watch it, it was-in fact- a big pile of rabbit poop.The screenwriters have obviously never had a realistic conversation. The dialogue was trite and predictable. They were more distracted by horrific acts of torture than actual plot. While the common complaint about horror movies is that they are just gore with no substance, SAW would be worthwhile if we just admitted that it was gore for the sake of two Austrailian film students getting off. The film style was that of a bad Lifetime Made-for-TV movie and the ""plot-twist"" at the end was just unfair. It was barely a step above of saying all these horrible things are happening because a drunk squirrel got run over outside of Home Depot. It made no sense. The biggest victim of this movie(other than me for actually watching it) is Cary Elwes' career. What was once a spotless resume has now been forever stained by the skid marks of this terrible piece of celluloid. Danny Glover should also be chastised but he was not the one who agreed to sit in a room chained to a pipe screaming into a cell phone. Cary Elwes signed that contract and sadly, I will think twice about seeing a movie with his name attached to it."
"I screamed out loud","6 November 2004","10","I didn't want to see this. I had seen no previews...The Incredibles was sold out. Although I came out cursing the film, I would recommend it to anyone that has emptied their bladder and has someone close by to grab for comfort.For serious moviegoers, imagine the movie Seven, in quicktime. I was worried that the whole movie would play entirely in the dingy room...much as Phonebooth did, but the plot progressed with flashbacks and the like.The trapped Adam and Dr. Gordon work with the clues given. As they discover the clues, you can predict what is going to happen, which gives the viewer a feeling of involvement. However, it leaves you with enough suspense that you can't predict everything, especially the ending.I, and the entire movie theater, screamed out loud at one part. I also yelled a rated R word without meaning to. My roommate and I held hands since her boyfriend was no comfort. I didn't even recognize Cary Elwes until he began to talk. He has changed a lot since Princess Bride. While I consider him to be a decent actor, he didn't suit this film. He held well until the end, but his last words left me screaming 'fake.'This film is very well made - the plot was fantastic. But warning, the acting belongs to an '80s slasher film. Danny Glover played the cop role, but the movie is not a resume booster for him. Again, while an exciting thriller, this is definitely not Oscar material. Glover deserves better.Leave the children at home."
"James Wan proves that a horror movie has nothing to do with a high budget..","5 January 2013","10","Slasher of 1990's included Scream franchise,I know what you did last summer,Halloween:20 years later,Urban legend and some other stuffs like that....These all were good but were not these all same.A killer running behind a girl,and then he slips and the victim thinks she's safe but the killer brutally murders her.But here is an another one-SAW.What above mentioned flicks failed to deliver was a true horror which left the viewers dumbfounded.Saw is gory and bloody but it's great.Here the killer does not run but sees people,enjoying their death and happy for those you survive.Saw has everything that a gory and bloody movie needs.If you like grey matter,blood and other stuffs like that flowing around,you will definitely enjoy this one.I found it quite amazing and if you don't take it as a slasher it's gonna rock....my review-8.3"
"A Cutting Edge Film!","24 November 2012",NA,"With the glut of the so called ""torture porn"" genre over the last ten years, & myself being 52 years old & weaned on monster/ghost movies, I just didn't have the time nor desire to watch ""Saw."" A movie that is majorly responsible for this masochistic horror sub-genre, that's really is only an excuse to see people graphically tortured & mutilated, without any redeeming qualities. I was WRONG! I had just got Netflix streaming & there was ""Saw."" I thought to myself, why not, lets see what all the hoopla is about. I mean a film that is pretty much responsible for a whole horror sub-genre, has to have something going for it, right? Right! I was very pleasantly surprised! Here we have a film with a white knuckled terrific plot, what would you do to save yourself? Great acting, an intelligent script, great pacing & direction, & it was more than just a torture porn flick, it had redeeming qualities & characters. It was not what I expected at all! It was actually closer to films like ""Silence of the Lambs"" & ""Seven, & was the best film of that ilk since those great movies! I was almost dumbfounded, & thought, why did I wait so long! ""Saw"" is a movie that every horror & non-horror fan should see. It is a shining example of how to get much mileage out of a film, with no gas money. Though I'm not inspired to check out it's sequels, as most sequels get progressively worse, this is a film I'll watch many more times, & recommend! A cutting edge film!"
"I see his point, i see her point i see all the damn points","31 March 2005","7","Well lets start off with how the movie was....before people analyze anything you watch it for the storyline. Great ending, id have to say i missed points when i saw it was John as Jigsaw, but again i focused on the story. After seeing it one time id say the ending made the movie, 4 of 5 stars, then watching it two times i saw the acting, that Adam guy wasn't too great and also Lawrence, i was laughing at one point on Lawrences acting skills, all the other acting was good though, i give it 3 of 5 stars for acting..now the big hub bub, ""i saw johns hand move"", ""why couldn't he use his shirt"", ""the phone was easily reachable""...people the director cant fix every single one of the flaws it was his FIRST movie debut and id have to say it was damn good for a 1st one, i see everyones points in the flaws but again wouldn't it suck if Dr. Gordon chained up two shirts instead of cutting his leg off, people wouldn't think its too great of a flick! DUH, the story was the ONLY WAY OUT WAS TO CUT OFF HIS LEG...AKA SAW, and yes I'm sure its called saw because of Jig ""saw"" but still, they need blood to be shed instead of the use of intellect, hello this was a horror-suspense not McGuyver! So thus all you critics need to stop thinking so hard, and go analyze bond movies LOL"
"A new Beginning for Crime and torture.","1 February 2009","7","At first I didn't have faith for this movie mainly because it generated many speculation towards a new way of horror film making in the new millennium. I let some time pass and finally decided to give it a chance... my mistake I didn't watch it before.Saw is an excellent Crime/Horror movie with some interesting bits of sci-fi and even giallo. I think about Jigsaw, the movie's villain as a crazy preacher that is angry with anyone that isn't taking the best about happiness. Now this is a clever villain because he doesn't murder his victims; he puts them some mortal tramps and plays with them psychologically in order for them to commit suicide.The character development is really interesting and you get to know them perfectly. Also, the situations surrounded by them are extremely interesting because psychologically they change as some nasty situations happen.The direction is spectacular and I dug the editing. This is a movie to praise and consider it as a new way of horror film making. The soundtrack is just spectacular and I always praise the Hello Zepp theme. Wonderful mix of everything. Danny Glover ruled the screen but the main characters also deliver expectations.A dark, morbid, and gory movie that should deliver expectations for any Horror lovers."
"Good thriller","31 October 2023",NA,"I saw this movie almost 20 years ago and I watched it again today for Halloween. What a good thriller it is.James Wan a master of his craft.Of course when I was younger the gore and scary scenes impacted me much more than today. I've lost some capacity to feel disgusted after all I have seen.But of course a can appreciate a good psychological thriller when I see one.Gonna watch the rest of the series in the coming weeks but I know this one is the best one having the Impact of the one that started it all.Puzzle of a movie with nice flashbacks to understand and give the plot more sense. Solid."
"The best horror movie ever...","22 April 2007","9","So first off, what is all there is to know about ""Saw""? Well, firstly, it's a horror movie from the mind of Director James Wan. It is one of the best known movies in the Horror genre to date. It stars some big names like Cary Elwes, Danny Glover, Shawnee Smith, Monica Potter, and Dina Meyer. Before this there was a 10 minute short with the same name, this time Leigh Whannell as the reverse bear trap victim. It also has 2 popular sequels.There's loads more to know, but that's not really important right now. As much as I am honored to parade ""Saw"" as my all-time favorite movie, I am also honored to parade it as the Best Horror Movie I've ever seen, as the title explains.The film begins with a man named Adam (Leigh Whannell) asleep in a bathtub while a light is floating around his head and the water is draining. The light goes down the drain, and he wakes up. He finds out that he is in a bathroom, but it's too dark with the lights off. As soon as he gets out of the bathtub, he finds out that his leg is chained to a pipe. He yells and screams and a low voice responds. When the lights turn on, there is another man, his leg is also chained to a pipe. His name is Gordon, and he is a doctor. There is a dead body in a pool of blood in the middle of the floor, with a tape recorder and gun in his hands. They grab the tape recorder, and they each find out about the fact that they each have a tape.They play the tapes, and based on one of them, Gordon's test is to kill Adam to save his family. His family has been trapped. There is a limit as to when he has to kill Adam, which is 6:00. Along the way, we learn about someone named Amanda, who's a junkie. We learn that she was tested too. The test? She wakes up with a strange device around her head. A video comes on, with a creepy puppet. The puppet is based on a serial killer named Jigsaw, and he created the puppet. The puppet tells Amanda that she must find the key in the body of her ""Dead"" cell mate. If she dosen't, her jaw is permanently ripped open. She cuts open the stomach of the cell mate, and sifts through the organs and locates the key in his heart. She successfully takes the trap off and the puppet comes out, congratulating her.""Most people are so ungrateful to be alive. But not you, not anymore."" Meanwhile, we discover about other people, including detectives who enter Jiggy's lair, and many other traps.Saw is a truly great masterpiece. Great blood s/fx, and great plot line with a twist that you don't see coming.So If you like horror films, this is a must see."
"Mix in some way cool kills, clever plot turns, and horrendous acting and you get ""Saw""","7 March 2005","9","Saw is a kick your ass kind of a movie. The kills are shown in full detail and each one is so creative and frightening. I also must give props to the writers for inventing perhaps the most terrifying contraption I have ever seen. Yes, I am talking of the reverse bear trap. The movie begins with two complete strangers who get one hell of a wake up call. They are trapped in a bathroom without any recollection of how they got there. The plot is similar to ""Seven"" with a serial killer choosing his victims for their sins of not appreciating life. Lets just say insanity and scary as hell puppet clown dolls ensue. The only rusty edge that Saw possesses is the TERRIBLE acting. There's a major plot turn in which a main character goes insane and it's handled so ridiculously that I ended up laughing instead of feeling the intended pity and horror. But aside from the acting Saw is one hell of a ride.7/10"
"This Saw will always be the best","9 February 2010",NA,"A young man named Adam wakes to find himself chained to a rusty pipe inside a decrepit subterranean chamber. Chained to the opposite side of the room is another bewildered captive, Dr. Lawrence Gordon. Between them is a dead man lying in a pool of blood, holding a .38 in his hand. Neither man knows why he has been abducted, but instructions left on a micro cassette order Dr. Gordon to kill Adam within eight hours. If he fails to do so, then both men will die. I can not say a lot, as there is a lot of twists and turns in this.This movie it not as gory as sequels but they do have a nasty scene.The acting was not great but it fitted I well with the rest of the movie.There was one scene I did find really a bit creepy.I did not see the twist coming at all, I was really shocked.This will always be the best Saw.I going to give this movie 9 out of 10"
"fearlessly downbeat thriller","7 April 2005","7","SPOILERS! ""Saw"" is something of a testament to the power of genre films, a marker of how low-down, gritty, and generally unpleasant a plot can be, while being mercilessly intense and suspenseful at the same time. It also is a testament to why most film critics simply aren't cut out to critique such films--in an era of feigned PC cuddliness and romantic comedies with Brittany Murphy, it's downright MEAN to splatter our fine multiplexes with the type of morbid bloodshed found in ""Saw."" Shame on you, Mr. Wan and Whannell! Have you no courtesy for the real-life suffering of human beings?! Perhaps that's the point said critics are so slow to acknowledge. Downbeat, gut-wrenching, and intricately crafted, ""Saw"" is pure escapism that takes us to a dark place that we never hope to visit in reality. The plot begins deviously simple--two men awaken in a disgusting, decaying bathroom with their legs shackled--and becomes increasingly complicated as the film progresses. In the vein of a true thriller (however B-list), director James Wan (working from costar Leigh Whannell's script) has a knack for keeping plot details hidden in order to build suspense, so that their inclusion later on will make sense (poor Zepp!). The grungy visual style is an obvious nod to David Fincher (the atmosphere and plot is pure ""Seven""), and the plot--which could be taken from any one of a million serial killer pics--actually forgoes the POV of the murderer and instead focuses on the two characters (Cary Elwes and Whannell) trapped in the room.I have viewed ""Saw"" several times, and must say the quality of the acting improves each time. Whereas I found Cary Elwes, Danny Glover, and Monica Potter (okay, not much of a stretch there) to be hamming it up to an insufferable degree the first time out, I have lumped this eccentricity in as a contributing factor to ""Saw""'s morbid charm. Though at times overwrought, Elwes's performance seems to accurately reflect the neuroses of an average man put in an unfamiliar, oppressive situation--there is even a note of horrifying tragedy in the decision he winds up making. He and Whannell are an unusual couple, but their interactions have a certain grace and are not dull. Michael Emerson, who plays the patsy Zepp, is probably the film's standout--a performance that depends heavily on nuance to trick the audience into seeing him as a cold-blooded killer and, ultimately, a pawn. Tobin Bell, a character actor who has spent his career playing lowlifes and killers, phones in his minor role as the murderer Jigsaw.Though drowned in a sea of hype months before it hit theaters, ""Saw"" is a solid reminder that true horror and suspense is still alive and kicking, even if it is only with one foot..."
"The Most Undeserved 7.5 in the History of IMDb","25 April 2005","7","This movie had a good premise, but, simply put, poor acting and poor direction/cinematography ruin this flick.Actually poor acting would be complement. Honestly, this is has some of the worst acting performances I've seen in recent memory. If you want to see the definition of overacting watch Cary Elwes in the last 15 minutes of this movie. Ughhhhhhhhh.The fact that this movie received a 7.5 from IMDb voters is an indictment of the whole IMDb rating system. Its not like only 50 people gave it this high of ranking. 16,000 people have voted for this. That fact alone makes me lose faith in mankind. Please don't see this. You will make James Wan think he is actually a competent director. An utter waste of time and money. I want my 100 minutes and 4 bucks back.I know this review sounds pretentious, but I'm not trying to be. The movie is actually this bad. I'm trying to make all your lives better. Everything I say is the truth. If you have a brain in your head you will heed my advice. 1 out of 10."
"One of the best horror / (soft)gore movies I've ever seen.","9 December 2004",NA,"Now, I'm a nut when it comes to movies.. I've watched around 500~ movies in my short life of 20 years and I have almost always disliked horror movies.. Well there are some (couple) good classics out there, but it's about time we get something new.James Wan (Director) is the new guy in the block.. Don't underestimate this guy.. I wont be shocked by much but this movie really got my attention. :)The movie has intense violence and a very disturbing atmosphere and thats exactly what many horror movies these days lack. Now by saying and referring to IMDb James Wang really is a new kid and it seems hes getting a hell of a start on hes career.The actors do a really good job in this movie..Oh hell I'll just stop my review here because I just loved this movie.. I mean oh my god the atmosphere was so intense..!Don't hesitate to see this movie! Its really good!8/10"
"Jaw-dropping, bloody, shocking, great horror fun!","16 October 2006","8","OMG! This was a genius of a horror movie: bloody, shocking, and jaw-dropping...everything a horror movie is suppose to be about! Dr. Lawrence Gordon (Cary Elwes) and Adam (Leigh Whannel, who is also the co-writer of the film) are two men who have never met before and both wake up chained on opposite ends of an abandoned bathroom with a corpse in the middle of the floor holding a gun and a tape recorder. Each find an envelope with a tape, but Dr. Gordon's envelope also comes with a bullet. They play their tapes and find themselves at the hands of a serial killer called the ""Jigsaw killer"" who sets them up to play a game in which Lawrence is to kill Adam by six o'clock or his family will die. As the two men struggle to understand the situation they are in the serial killer is somewhere watching. What is so frightening about this film is that the serial killer doesn't technically kill his victims, but instead finds ways for his victims to kill themselves or each other. The situations are grisly and gruesome and emotionally raw. The Jigsaw killer targets victims who are not grateful for living or self-destructive in some way. Be prepared to watch this film and be even more prepared for the ending that is only seen in the most terrifying of all horror films."
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","1","NA"
"NA","NA","1","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","10","NA"
"NA","NA","10","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","9","NA"
"NA","NA","9","NA"
"NA","NA",NA,"NA"
"NA","NA","7","NA"
"NA","NA","7","NA"
"NA","NA",NA,"NA"
"NA","NA","1","NA"
"NA","NA","1","NA"
"NA","NA",NA,"NA"
"NA","NA","8","NA"
"NA","NA","8","NA"
"NA","NA",NA,"NA"
"The Golden Age of Saw!!!","24 October 2009","10","This is where the games began, and started an entire franchise of Saw films. Before there was Hoffman, Strahm, Jill, and Erickson, it was just Jigsaw testing Adam and Dr. Lawrence Gordon in an old dirty and filthy bathroom with a dead body in the middle. They hear a tape by Jigsaw that tells Dr. Gordon to kill Adam by 6:00 a.m., or his wife and daughter will die. Zep has his family hostage and Detecive David Tapp still thinks that Dr. Gordon is linked to the Jigsaw murders. Throughout the time in the room, we see flashbacks of Jigsaw's other games, and why Adam and Gordon are in the room. If you love horror, and twists, you'll love SAW!!!"
"Should've stopped at one","12 March 2019","10","Saw is a perfect example of a movie that should have been standalone, because the sequels really ruin all the mystery and atmosphere established in this film. Saw works great as a horror/crime drama with an intriguing plot and twist that while convoluted and requires a bit of suspension of disbelief is still shocking and effective."
"Fantastic","14 July 2019",NA,"This is one of the greatest psychological horror films of all time. Although it's sequels lost track of what made the original so great, the orginal is fantastic. This is a must see for film fans. Also to the people who are scared of gore, the first film actually doesn't have a lot if any besides some tense scenes. It's all left up to the imagination. That's why Saw is fantastic."
"Torture porn? Well, not exactly...:(","7 February 2020","7","Saw (2004) is one of those movies infamous for it's bloody violent and gory theme. Sometimes often referred to as 'torture'. Well, it indeed it is, but not exactly.So, most of you must have known the plot by now. So, I'll tell in short. Two strangers woke up in a toilet, who later find themselves as the part of a deadly game by a psycho named 'Jigsaw' who is actually a very clever. He didn't directly kills his victims but sets deadly traps instead. His philosophy is simple, those who don't value life, either of themselves or others, must be taught a lesson. Now the movie is low budget so some cheap computer effects can be ignored (especially that car chase scene). Otherwise, the cinematography is watchable. Acting is good too. But Idk why i felt somewhat bland after watching it. Maybe I expected more violence and gore or maybe the critics had created way too much hype. Nevertheless, it isn't torture but indeed, is disgusting and disturbing. And pls don't call it a horror movie."
"The best thriller ever made.","9 September 2008","7","I'm a huge fan of the horror and action genres, and I've seen most all of what both have to offer. Though sometimes I'd find a movie that was great, I've never once seen anything like Saw. It created its own sub-genre and it turned every cliché I've ever known on its end. Saw is one of the only perfect movies I've ever seen.The reason Saw is original is because it takes everything you've known about standard storytelling rules and completely ignores every one. The villain is the only ""good guy"" you're going to see and the ""good guys"" are the only ""bad guys"" you're going to see. From that basic stance alone, I cannot name another movie like Saw. I know works of literature like A Clockwork Orange try to make bad seem good, but it's done is such a traditional way it is ridiculously predictable and nothing really that hasn't been done before. But Saw is so simple in how it twists the rules of storytelling that it is blatantly obvious and punk. The literary geeks hate this movie because it does something they said could never be done: it breaks the rules they said every story had to abide by. The critics hate this movie because it isn't a safe cliché that they have known all their lives like No Country for Old Men. The standard horror enthusiast hates this movie because it breaks every rule of a traditional horror plot ever conceived. And unlike the supposed ""deep moral"" movies like Battle Royale, Saw actually has moral point that you can use and a moral that isn't a redundant cliché.As far as gore goes, it's enough to hold me over but isn't really excessive or as insane as the other movie in the series. But I think what make this an effective movie is there is no cheese like in the old slashers. This is something that could happen, and it's portrayed that way. Also, unlike every other movie like it, Saw is not only twisted but gory as well. It's almost an unspoken rule in cinema that if your movie is twisted/disturbing then you cannot show gore. I'm referring to movies like Sev7n and The Silence of the Lambstwisted, but no gore on screen. Once again, Saw breaks another rule.But what really sells Saw is the stylish punk style. With the flash-cuts, the lighting-paced editing, the blood on screen at almost all points in the moviethis was made for the ADD generation. I'll never understand why traditionalistseven those who don't want to admit they're traditionaliststhink there has to be at least 20 minutes of pure boredom every other scene for a movie to be good. Saw is a true thrillerit doesn't give you a second to sit there and be bored into a comfort zone.The ending plot twist is the single best plot twist of all time. I've seen a lot of plot twists, and while most of them go down the bland physiological path, or the cliché you-thought-I-was-a-good-guy-but-I'm-the-killer! stance, Saw once again uses its own plot to do a plot twist like none I've ever seen. The entire movie is deceptive, and you literally know nothing until the last 5 minutes.I simply cannot think of a single thing wrong with Saw. I tried, but I can't. It's the most perfect thriller ever made, and one of the most original movies of the modern generation.10/10"
"A great horror film....","17 October 2009",NA,"I thought that Saw was a great film. Two men wake up at opposite sides of a dirty, disused bathroom, chained by their ankles to pipes. Between them lies a dead man clutching a hand-held tape player and a handgun They play the tapes. One is threatened, the other isn't. But they have a task: One must kill the other by 6:00, or his wife and daughter will die. They find hacksaws in a toilet, and try to cut the chains, but it doesn't work. They are the two newest victims of the Jigsaw Killer. In a flashback, we learn of Amanda, a girl who falls victim to the Jigsaw Killer. On her head is a mask, which is hooked into her lower jaw. There is a timer on it. Only one key will unlock it, and that key is in the digestive tract of her cell mate who lies paralysed on the opposite side of the room. If she doesn't unlock the mask in time, her lower jaw will be ripped wide open. I thought that this was a great horror film with a lot of strong bloody violence."
"Best in the series","8 July 2019","8","This film is probably the most serious of the series but still the best. I had fun with all the Saw movies, but while the others are just viewed for the gruesome, this one actually has decent writing and a good plot. Yes, characters are very stereotypical horror movie people, but that doesn't take away the enjoyment and fun of this film."
"""SHARP"", But Not Quite Sharp Enough","4 March 2006","8","Poor Wesley. For Cary Elwes, former beloved of THE PRINCESS BRIDE, this is about as far away from the beautiful, fairy-tale perfection of the fields of Florin as you can get. Now, he's Doctor Lawrence Gordon, barefoot and chained in the most hellishly nasty abandoned washroom you could possibly imagine, just like his fellow captive, Adam, (SAW'S author, Leigh Whannell.) They are both the latest victims of the dementedly brilliant serial killer, Jigsaw (Tobin Bell from THE X-FILES, amongst other things), who actually never kills any of his victims...he gets them to kill themselves, or each other, depending on what sick rules he's set for the twisted games he plays.SAW did gangbusters at the box office, and has many admirers...amongst those who probably haven't seen a lot of movies of its kind. But what Whannell and director James Wan have actually done is steal from the best, which is what most great filmmakers do. The biggest problem with doing it, is that when you do ""borrow"" certain plot conventions, you have to do it in a way that one-ups the great sources you're stealing from. And since SAW cribs from SE7EN, SILENCE OF THE LAMBS, AND THEN THERE WERE NONE and the cult classic THE ABOMINABLE DR. PHIBES, it has already shot itself in the foot...so to speak, before it even gets started.Plus, in spite of some great photography, truly disturbing images and some well done moments of outright creepiness, you can't quite shake the feeling that Whannell and Wan were feeling a little too pleased with their own cleverness as they made it. The ""cherry"" on top is one honey of a shocker ending, which unfortunately places it in BLAIR WITCH territory, as a film whose first 85 or so minutes just aren't as good as the last five.I wasn't as P.O.'ed by the end as I was with HIGH TENSION. Not a bad first effort, but the script could've definitely benefited from some more tweaking. And it might've helped if it had been an entirely unknown cast, instead of having the perfunctory low-budget ""guest appearances"" (THE SHIELD'S Benito Martinez, STARSHIP TROOPERS' Dina Meyer, ALONG CAME A SPIDER'S Monica Potter, and most wasted of all, Danny Glover.) Good if you have never seen a serial killer/psycho-thriller before. But any one of the other films I mentioned will probably seem MUCH better than the first time, if you watch them right after seeing SAW."
"Without a doubt the stupidest movie I have ever seen.","25 March 2006",NA,"I will admit straight up front that I am a movie snob, but even my bf who liked ""Night at the Roxbury"" admitted that ""Saw"" crap. Everybody had been telling me that the plot of ""Saw"" was brilliant but I wouldn't like it because it was too gory. Well, I finally watched it last night and there were two parts throughout the entire flick that I had to turn away from. The ""brilliant"" plot was nothing short of retarded. And as for the ""big twist"" at the end, well, that is when the film went from 1 on 10 to negative 100 on 10 for me. My complaints don't just stop at the plot of this film, however. I realize that this film was fairly low budget... but I didn't realize that low budget meant that James Wan could only afford to hire the worst two actors on the planet. I hope that ""Dr. Gordon"" gets a razzy for that completely and totally unbelievable performance.The fact that this movie has become so acclaimed over the last two years only serves to reinforce my view that the mainstream public cannot discern quality from crap. Don't waste two hours of your life watching this movie."
"Pure horror","22 November 2005","7","It's been a long while since I was this scared while watching a movie and I have to say it felt great! I was never a fan of slasher movies, they always seemed to deliver (and still do) such cheap and short thrills it felt a waste of unexplored potential. Now ""Saw"" comes along, maybe the most thrilling, disturbing, horrific and fresh movie of the year, (plus immense kudos for making it on such an outstandingly small budget), and proves my previously mentioned point perfectly. Either way, I'll repeat it again-slasher movies are for pus.ies! Everything in this movie surprised me, and every surprise was more than welcome. Like the dreadful Jigsaw's mind ""Saw"" feels prepared in advance and knows exactly what it has to do. Set the trap, pick a victim (us, the audience), and leave everything else into our hands. I was genuinely petrified in every 'trap' scene, some work just because of great imagination and the main one because of the story and acting. I probably wouldn't have recognized Cary Elwes in his role, and somehow a combination of low budget meets known celebrity faces works really well. I will give you no gory details, you should go see this movie with absolutely no information whatsoever-just step into a world of senseless sense. I couldn't help but admire the crazy Jugsaw man, as sick and banal it may seem, but his character makes a lot of sense. Which, in the end, when we are let to put together all the pieces of the puzzle, makes this movie more than worth your while.Perversely enjoyable, incredibly well paced and thought out, impressively acted(and I'm talking especially about Cary Elwes's character in the end) and directed with a fresh new approach and interesting cinematography, ""Saw"" is a pure cult classic. You will not forget about it, you will only appreciate it-just like Jugsaw wanted you to;)Can't wait to see the next installment!9/10 - Recommendations: Anyone who's looking for much more than a cheap thrill"
